UID;Titel;"Autor Vorname";"Autor Nachname";"SS Indiziert";"zusätzl. Infos";Listen-Seitennummer;"Edition 1: Verlag";"Edition 1: Ort";"Edition 1: Jahr";"Edition 2: Verlag";"Edition 2: Ort";"Edition 2: Jahr"
book-939b2978-a8eb-4a0b-8112-01d21e3b7100-de_DE-1;"sämtliche Schriften";Martin;Sonnenberg;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;;;;;;
book-7af81225-4566-4ced-baf0-9ed2f364a2d2-de_DE-1;"sämtliche Schriften";Martin;Sommerfeld;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;;;;;;
book-4782e884-48dc-4521-9b16-758af5c58086-de_DE-1;"sämtliche Schriften";Kurt;Siodmak;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 137.";17;;;;;;
book-323c9324-3a30-47a4-b2e1-31da5017568f-de_DE-1;"sämtliche Schriften";Hugo;Sinzheimer;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Zwei Schriften bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 137.";17;;;;;;
book-83d7e9ef-a95a-460a-90ae-34a919cd166a-de_DE-1;"Sinn und Wesen der Verkündigung. Vorträge ... geh. v. R[oland] de Pury, Wilhelm Vischer, Emil Brunner, Henri d'Espine.";;;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;"Evang. Verl.";Zollikon-Zürich;1941;;;
book-ed1be998-6d9b-498f-a3d1-ed579c6cdd05-de_DE-1;"sämtliche Schriften";Mirjam;Singer;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;;;;;;
book-3ff0d934-495e-498d-b4a1-113842517888-de_DE-1;"sämtliche Schriften";Irma;Singer;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;;;;;;
book-1e16b41c-7e03-4a20-8ddd-92b8d6d665b0-de_DE-1;"Zierde der werktätigen Jugend und der Menschheit";"Margarete Sinclair";"s. Berchtenbreiter, Maria [Verf.]";;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;;;;;;
book-c94f2f62-5517-48b1-95ec-cfb8f2fe2ad7-de_DE-1;"sämtliche Schriften";Jacob;Simon;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;;;;;;
book-c59650a2-d3b5-412f-94ac-138696e8771d-de_DE-1;"Keusches Geschlecht";Callisto;Simeon;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;Stocker;Luzern;1940;;;
book-a890208a-3858-417e-a34f-1fe66ad42390-de_DE-1;"sämtliche Schriften";"Julius C.";Silber;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;;;;;;
book-56796920-8454-410e-92ea-48ac7bfb9588-de_DE-1;"Die selbständige Rechtsverordnungskompetenz der Kantonsregierungen";"Hans Rudolf";Siegrist;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;Oprecht;Zürich;1939;;;
book-5b207470-dc37-42f3-b4be-045a1dd49731-de_DE-1;"sämtliche Schriften";Hugo;Siebenschein;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;;;;;;
book-0af3155c-bf72-4cb1-9302-1764011d3700-de_DE-1;"sämtliche Schriften";Carlo;Sforza;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Zwei Schriften bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 136.";17;;;;;;
book-440d129c-2299-4673-82b2-c0c04761ae42-de_DE-1;"Die karelisch-finnische sozialistische Sowjetrepublik";I.;"Sergejew [Sergeev]";1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;"Verl. f. fremdsprachige Literatur";Moskau;1940;;;
book-995b3720-7e71-4c50-bdf4-fa50868c954e-de_DE-1;"Erlöste Seelen . . . Tagebuchaufzeichnungen e. süddeutschen Prinzessin";;;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;;"o. O.";"um 1940";;;
book-6e9f7a18-36d4-49d4-9b7b-a448b6874178-de_DE-1;"sämtliche Schriften";Karl;Schwarz;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 133.
";17;;;;;;
book-f9945121-371a-44f0-904e-7edf19b969b6-de_DE-1;"Wer bezahlt die Mobilisationskosten?";Fritz;Schwarz;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;Pestalozzi-Fellenberg-Haus;Bern;1940;;;
book-1711a06b-3d26-494a-b0d0-1bc440854d1a-de_DE-1;"Das Teufelswerk der Inflation";Fritz;Schwarz;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;Pestalozzi¬Fellenberg-Haus;Bern;1941;;;
book-e0d9ee05-95db-4dde-bccd-bcd60ae14f31-de_DE-1;"Denkschrift über die Finanzierung der Mobilisation unter Vermeidung einer Inflation.";Fritz;Schwarz;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;Pestalozzi-Fellenberg-Haus;Bern;1939;;;
book-1a3bf021-ecf0-417a-8c17-aee2bcbcf51d-de_DE-1;"sämtliche Schriften";Johann;Schwalbach;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;;;;;;
book-8fd8f993-cc7a-4582-866c-8cdfda9d2308-de_DE-1;"sämtliche Schriften";"Max Karl Gustav";Schulze;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;;;;;;
book-7aa431ff-3b30-4cac-be82-4962b5fce00a-de_DE-1;"Caedmon. Erzählg.";"Erica von";Schulthess;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;"Vita Nova";Luzern;1940;;;
book-95e28959-d7e4-4184-aa3d-8592e5f5256c-de_DE-1;"Zwei zürcherische Schulreden. Der Geist d. schweiz. Eidgenossenschaft v. Gustav Egli. Der Staatsbürger Gottfried Keller u. d. Jugend v. Karl G. Schmidt.";;;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;Vogel;Winterthur;1941;;;
book-7eda7920-c7ee-4b2f-aad1-dea00cf070af-de_DE-1;"sämtliche Schriften";Paul;Schuhmann;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;;;;;;
book-2b4d38dc-b87c-463d-a496-a0d1fe2ae03a-de_DE-1;"sämtliche Schriften";Ernst;Schuhmacher;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";17;;;;;;
book-5e8323db-5f0c-4a83-8ed6-f8432b68b116-de_DE-1;"sämtliche Schriften";Karl;Schreiner;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;;;;;;
book-14dce6b0-27e9-454b-9459-46f5e0dd0755-de_DE-1;"sämtliche Schriften";Gerth;Schreiner;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;;;;;;
book-ffb71e63-c063-4eef-86ef-d14ac81ddf73-de_DE-1;"sämtliche Schriften";"Ives Eusebius";Schor;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S.131.";16;;;;;;
book-8ece5ae7-fbf1-4845-bc79-8d811d0ecb5d-de_DE-1;"Der moderne Mensch und die Verkündigung der Religion. = Religion in dieser Zeit. H. 1.";"Hans Joachim";Schoeps;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;Vortrupp;Antwerpen;1939;;;
book-ae85ada5-8ddd-4f40-a724-deb74ad0920e-de_DE-1;"sämtliche Schriften";Karl;Schnog;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;;;;;;
book-5d5535b5-f433-450a-acdd-9a6ecde50062-de_DE-1;"sämtliche Schriften";"Paul Franz";Schneider;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;;;;;;
book-d922332f-72c3-4ade-a7e6-c8247cc647ee-de_DE-1;"sämtliche Schriften";Emilie;Schneider;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 130.";16;;;;;;
book-14322bea-a8a1-4479-a78d-861c0fb1cf44-de_DE-1;"sämtliche Schriften";Otto;Schneid;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;;;;;;
book-5b4ee2dc-4ec1-4e0c-87b0-aae35f4392a5-de_DE-1;"sämtliche Schriften";Paul;Schmidt-Amman;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;;;;;;
book-698bb1b3-475b-4e58-bd90-8a0ffc6b8731-de_DE-1;"Christlicher Erlösungsglaube, eine »Religion der Ehrlosen«?";"Hermann, Dr.";Schmidt;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;Parzeller;Fulda;1939;;;
book-6bfd0a96-619e-4536-954f-dcab0ea88765-de_DE-1;"sämtliche Schriften";Hanna;"Schmidt, gesch. Kirchner, geb. Stunz";1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;;;;;;
book-ac6837d5-915b-4ad7-a264-a94143f5c8be-de_DE-1;"Das Programm der Freiheit in Politik, Wirtschaft u. Kultur";Werner;Schmid;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;"Der Aufbruch";"Zürich, New York";1940;;;
book-eb64f7d2-5783-4e36-b1cd-fe4390f00f9a-de_DE-1;"Für Herd und Glauben. Ein kleines Spiel. = Jugend- u. Gemeindespiele. H. 15.";Martin;Schmid;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;"Zwingli Verl.";Zürich;1941;;;
book-a5e92122-ab50-4b9f-a3d4-717b95b6a3fa-de_DE-1;"Der Staatsbürger Gottfried Keller und die Jugend in: Schulreden, Zwei zürcherische.";"Karl G.";Schmid;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;;;;;;
book-166a436b-27f9-4b06-bb3b-bfa63a154505-de_DE-1;"sämtliche Schriften";Arthur;Schmid;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Zwei Schriften bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 128 u. 129.
";16;;Aarau;;;;
book-34b7ce27-08dc-4a3e-a52f-745e732f14c2-de_DE-1;"Die Vitamine, eine Selbsttäuschung";Otto;Schmatolla;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;"0. Schmatolla = Alte u. neue Wissenschaft";Hamburg;1940;;;
book-47c1a779-a9a7-4b79-9c1d-3b3a8ab4a57e-de_DE-1;"Junge Helden";R.;Schlotthauer;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;"Staatsverl. für Lehrbücher";Moskau;1940;;;
book-d25b7bbe-f511-4515-94fa-983fa16cbdb9-de_DE-1;Maria;"So heilt man unheilbar scheinende Krankheiten.";Schlenz;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;"Rauch in Komm.";"Innsbruck, Leipzig";1938;;;
book-339877f6-3274-42dc-8b67-be4f9d62b1d2-de_DE-1;"sämtliche Schriften";Gerhard;Schiftan;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;;;;;;
book-e0c014d0-dda1-4347-a4a4-2ccc5ad46b4b-de_DE-1;"Amaryllis u. a. Geschichten";Anna;Schieber;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;Salzer;Heilbronn;1933;;;
book-53b7d957-819f-4adc-bc88-2a0e8dd1855b-de_DE-1;"Himmel, Erde, Mensch und Tier";Emil;Schibli;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;Oprecht;"Zürich, New York";1941;;;
book-53e60647-42f4-4b57-b5c2-2afb727c3afb-de_DE-1;"sämtliche Schriften";Eugen;Scheyer;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;;;;;;
book-7e1254b8-e7a5-4f48-8ca2-72c731698ec1-de_DE-1;ohne-titel;;"Scharfeneck, Hubertus Maria Friedrich Graf v. Löwenstein- s. Löwenstein-Scharfeneck";;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;;;;;;
book-94e66541-e517-408a-aa63-ce6e9ee875aa-de_DE-1;ohne-titel;;"Schalch, Martha Kaegi- s. Kaegi-Schalch";;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;;;;;;
book-72a5a2bf-21b0-4522-9f16-d0900c4866ad-de_DE-1;"sämtliche Schriften";Friedrich;Schaffrath;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;;;;;;
book-bb321a69-ea89-4e57-9360-e5ad94b1362b-de_DE-1;"Die katholische Missionsschule im ehemaligen Deutsch-Ostafrika";"Franz Solan";Schaeppi;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;Schöningh;Paderborn;1937;;;
book-72c98900-d915-4947-8aa4-6b58438b3ed3-de_DE-1;"sämtliche Schriften";Fritz;Schaelicke;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;;;;;;
book-e67923b3-8044-4dd3-91ec-ed7ad954739c-de_DE-1;"sämtliche Schriften";Edmund;Schaechter;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";16;;;;;;
book-b9a40490-4b0d-4f41-ad2f-d2d8f0ecea34-de_DE-1;"sämtliche Schriften";Will;Schaber;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Drei Schriften bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 126.";15;;;;;;
book-77dc63f7-6240-43d9-8283-b7ecd91c191e-de_DE-1;"sämtliche Schriften";Rahel;Sanzara;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 125.";15;;;;;;
book-c9aaca78-b85b-4595-b5ed-47ed0a029065-de_DE-1;"Das grosse Sehnen des Christoph Eichler";Joseph;Saladin;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;Oprecht;"Zürich, New York";1941;;;
book-77337aab-709a-417d-95f7-2a5485b781d0-de_DE-1;ohne-titel;;"Saks, Andreas [dt. Namensform] s. Zaks, Andrej.";;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;;;;;;
book-26796482-51f0-48aa-b69a-dd43398c6157-de_DE-1;"sämtliche Schriften";Hans;Ruin;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 124.";15;;;;;;
book-6cac06f1-c77a-4f66-9565-e31fcfb022e8-de_DE-1;"sämtliche Schriften";Anselm;Ruest;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;;;;;;
book-ba192d30-23a3-413a-8f2b-1e01de702021-de_DE-1;"Tagebuch eines arbeitslosen Intellektuellen";"Denis de";Rougemont;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;"Büchergilde Gutenberg";"Zürich, Prag";1939;;;
book-f0b554dd-6a7e-4e9b-bdc0-12e36537cf67-de_DE-1;"Aufgabe oder Selbstaufgabe der Schweiz";"Denis de";Rougemont;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;Rascher;"Zürich u. Leipzig";1941;;;
book-5f7829d9-20f8-45e9-958b-29bb710bbc05-de_DE-1;"sämtliche Schriften";"Sandor Friedrich";"Rosenfeld (Pseud.: Roda-Roda)";1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;;;;;;
book-bfe98893-b992-4857-b819-d629b8a37859-de_DE-1;"sämtliche Schriften";Martin;Rosenfeld;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;;;;;;
book-4e71524e-c5cf-4688-9821-710f1da0d11f-de_DE-1;"sämtliche Schriften";Arthur;Rosenberg;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;;;;;;
book-04fd5d6e-8160-4a90-b4e8-5587f971181b-de_DE-1;ohne-titel;;"Roda-Roda, Alexander [Pseud.] s. Rosenfeld, Sandor Friedrich.";;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;;;;;;
book-a0e78c91-7e3a-4721-90ba-97355b62c4ef-de_DE-1;"sämtliche Schriften";"Paul A.";Robert;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 120.";15;;;;;;
book-6e268cfd-0c47-4363-aabf-959bda989e07-de_DE-1;"sämtliche Schriften";Hans;Ritter;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 120.";15;;;;;;
book-30ca8a67-c5fa-4965-840c-8e6538be9d95-de_DE-1;"Eine schweizerische Lösung";Ernst;Ritter;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;"Der Aufbruch";Zürich;1941;;;
book-d6f603d9-f224-4f14-84b6-b8d3c649fdbb-de_DE-1;ohne-titel;;"Ritter, Anna [Mädchenname] s. Kazmierczak, Anna";1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;;;;;;
book-de13b586-d214-47fd-a437-96d19daebf4f-de_DE-1;"sämtliche Schriften";"Robert Le Roy";Ripley;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;;;;;;
book-d7abb7ee-3bb9-4fa3-94ce-b6701365a7ad-de_DE-1;"sämtliche Schriften";Valentin;Richter;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;;;;;;
book-2901fee2-4e2c-414a-9b2c-1ef7dca03e2e-de_DE-1;"Die kommunistischen Deputierten vor dem Gericht der Schuldigen an Frankreichs Zusammenbruch";Gaston;Richard;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;"Verl. f. fremdsprachige Literatur";Moskau;1940;;;
book-db13ba58-8bfd-4d65-856e-8e4211a44371-de_DE-1;"Resolutionen der 18. Unionskonferenz der KPdSU	(15.-20. Febr. 1941.)";;;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;"Verl. f. fremdsprachige Literatur";Moskau;1941;;;
book-82d62494-6488-4e42-8f0c-0dc6b6196f38-de_DE-1;"Schwarzes Kapital. Roman";"Lothar von";Reppert-Rauten;;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;"Wodni & Lindecke";Dresden;1940;;;
book-74f373f6-951b-4e82-9224-5f18c06958b7-de_DE-1;"sämtliche Schriften";Otto;Remmele;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;;;;;;
book-ca0722db-602c-4203-8a12-f57d8d421c91-de_DE-1;"Lied am Grenzpfahl. Gedichte";Hans;Reinow;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;Oprecht;"Zürich, New York";1940;;;
book-f6bdd999-3ffb-4144-8882-3b5a48641e86-de_DE-1;"sämtliche Schriften";Georg;Reinbold;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;;;;;;
book-ce8d22de-1305-483e-bf98-02eb03180d5e-de_DE-1;"sämtliche Schriften";"Joachim von";"Reichel [Pseud.: Kürenberg]";1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Acht Schriften bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 115 u. 116; eine Schrift in »Jahresliste 1939« S. 9.";15;;;;;;
book-eea6e65b-7ba5-4abc-9378-f4750e5f4fbf-de_DE-1;"sämtliche Schriften";Willi;Reich;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;;;;;;
book-d087c0bd-0b71-4bf0-9512-60dbd0e520ef-de_DE-1;Reich;Annie;"sämtliche Schriften";1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";15;;;;;;
book-fffda7d8-66cd-4e29-a51a-272d21c12be0-de_DE-1;"sämtliche Schriften";Heinrich;Regius;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 115.";15;;;;;;
book-048c5521-4aa1-4d60-af33-1a3792f8c9e1-de_DE-1;"Christentum — Ende oder Wende?";Johannes;Reeb;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";14;Benziger;"Einsiedeln, Köln";1940;;;
book-85d02a39-db2f-4eda-a882-37afdcec0201-de_DE-1;"Bez masky. = Razumovič-Chmara: Grimasy světove války. 2.";Vjačeslav;Razumovič-Chmara;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";14;"Nákladem vlastním";Brné;1935;;;
book-4839b7c6-916d-453e-ad9e-045669f7da98-de_DE-1;"Aimé Pache. Roman";"Charles Ferdinand";Ramuz;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";14;"Humanitas Verl.";Zürich;1941;;;
book-8a16457a-5b87-4eac-b935-cc6ebae93779-de_DE-1;"sämtliche Schriften";Leonhard;Ragaz;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Drei Schriften bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 114.
";14;;;;;;
book-f14b04c2-6f2d-4079-a3af-55e27eb9325a-de_DE-1;"Christi Reich und die irdischen Reiche";"Alfred de";Quervain;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";14;"Friedrich Reinhardt";Basel;1939;;;
book-04e1758d-a55f-4295-bb3f-2a0c8514982b-de_DE-1;"sämtliche Schriften";Heinrich;Putzner;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";14;;;;;;
book-4681c715-de12-4562-b735-40389057b52f-de_DE-1;"s. Sinn und Wesen der Verkündigung.";"Roland de";"Pury [Mitarb.]";;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";14;;;1941;;;
book-76ad61c7-9500-412c-b9b8-7362734f7d76-de_DE-1;"sämtliche Schriften";Frederik;Prokosch;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";14;;;;;;
book-4a8ba4db-d002-4be0-ba0a-db352def9d5f-de_DE-1;"sämtliche Schriften";Eduard;Prokosch;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";14;;;;;;
book-3925adbe-1ff0-4c98-a338-53813d343d26-de_DE-1;"Faraway, die ferne Insel";"John Boynton";Priestley;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";14;"Büchergilde Gutenberg";Zürich;1939;;;
book-e2104948-cd9c-434a-b13f-a58ad55534d1-de_DE-1;"sämtliche Schriften";"Hans Erich";Priester;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“
Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 112.";14;;;;;;
book-c041a030-b6f9-4656-b41b-c56e5fc39222-de_DE-1;"Not der Seele. Gedichte";Paul;Portmann;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";14;Oprecht;"Zürich, New York";1941;;;
book-391188d3-7b67-4ccd-b0f4-cf1524f6bf03-de_DE-1;ohne-titel;;"Porges, Josepha Kraigher- s. Kraigher-Porges.";;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";14;;;;;;
book-d49243c0-2b6a-4261-ae5d-0b9fad4b929a-de_DE-1;"sämtliche Schriften";Stefan;Pollatschek;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";14;;;;;;
book-06073c21-3afa-40fd-a86e-6b0c210b4ba4-de_DE-1;"sämtliche Schriften";Heinz;Pohl;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";14;;;;;;
book-74a16e99-d3b6-404c-844f-0186d091a6b4-de_DE-1;"sämtliche Schriften";"Waldemar Felix";Poetzsch;1;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“";14;;;;;;
